effective_date,year,review_type,granularity,customer_category,band,measure,value,unit,pct_change,source_type,source,notes
2023-09-01,2023,Quarterly (AAF),per_band_exact,Residential Lifeline,0-30 (exclusive),GHp/kWh,63.4792,GHp/kWh,4.22,exact_gazette,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf",+4.22% (residential consumers using more than 30 kWh/month). Gazette No. ~ replaced by Gazette No. 116 (2 Jul 2024) at the next review.
2023-09-01,2023,Quarterly (AAF),per_band_exact,Residential Lifeline,0-30 (exclusive),Service Charge,213.0,GHp/month,,exact_gazette,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf",+4.22% (residential consumers using more than 30 kWh/month). Gazette No. ~ replaced by Gazette No. 116 (2 Jul 2024) at the next review.
2023-09-01,2023,Quarterly (AAF),per_band_exact,SLT-HV,energy charge,GHp/kWh,160.0738,GHp/kWh,4.22,exact_gazette,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf",+4.22% (residential consumers using more than 30 kWh/month). Gazette No. ~ replaced by Gazette No. 116 (2 Jul 2024) at the next review.
2023-09-01,2023,Quarterly (AAF),per_band_exact,SLT-HV,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf",+4.22% (residential consumers using more than 30 kWh/month). Gazette No. ~ replaced by Gazette No. 116 (2 Jul 2024) at the next review.
2023-09-01,2023,Quarterly (AAF),per_band_exact,SLT-HV Mines,energy charge,GHp/kWh,399.8573,GHp/kWh,4.22,exact_gazette,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf",+4.22% (residential consumers using more than 30 kWh/month). Gazette No. ~ replaced by Gazette No. 116 (2 Jul 2024) at the next review.
2023-09-01,2023,Quarterly (AAF),per_band_exact,SLT-HV Mines,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf",+4.22% (residential consumers using more than 30 kWh/month). Gazette No. ~ replaced by Gazette No. 116 (2 Jul 2024) at the next review.
2023-09-01,2023,Quarterly (AAF),per_band_exact,SLT-HV Steel Companies,energy charge,GHp/kWh,112.8988,GHp/kWh,4.22,exact_gazette,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf",+4.22% (residential consumers using more than 30 kWh/month). Gazette No. ~ replaced by Gazette No. 116 (2 Jul 2024) at the next review.
2023-09-01,2023,Quarterly (AAF),per_band_exact,SLT-HV Steel Companies,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf",+4.22% (residential consumers using more than 30 kWh/month). Gazette No. ~ replaced by Gazette No. 116 (2 Jul 2024) at the next review.
2023-09-01,2023,Quarterly (AAF),per_band_exact,SLT-LV,energy charge,GHp/kWh,200.8789,GHp/kWh,4.22,exact_gazette,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf",+4.22% (residential consumers using more than 30 kWh/month). Gazette No. ~ replaced by Gazette No. 116 (2 Jul 2024) at the next review.
2023-09-01,2023,Quarterly (AAF),per_band_exact,SLT-LV,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf",+4.22% (residential consumers using more than 30 kWh/month). Gazette No. ~ replaced by Gazette No. 116 (2 Jul 2024) at the next review.
2023-09-01,2023,Quarterly (AAF),per_band_exact,SLT-MV,energy charge,GHp/kWh,152.5176,GHp/kWh,4.22,exact_gazette,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf",+4.22% (residential consumers using more than 30 kWh/month). Gazette No. ~ replaced by Gazette No. 116 (2 Jul 2024) at the next review.
2023-09-01,2023,Quarterly (AAF),per_band_exact,SLT-MV,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf",+4.22% (residential consumers using more than 30 kWh/month). Gazette No. ~ replaced by Gazette No. 116 (2 Jul 2024) at the next review.
2024-04-01,2024,"Quarterly (AAF, restructuring)",computed_partial,Non-Residential,300 kWh and above (avg),GHp/kWh,,GHp/kWh,-4.98,narrative_only,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf",Average reduction stated by PURC; per-band split not published.
2024-04-01,2024,"Quarterly (AAF, restructuring)",computed_partial,Residential,300 kWh and above (avg),GHp/kWh,,GHp/kWh,-6.56,narrative_only,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf","PURC states an average 6.56% reduction for residential consumers using >=300 kWh/month; per-band split not published, and this is also when the 4-band structure (0-30/51-300/301-600/600+) was likely collapsed to 3 bands (0-30/0-300/301+), so no single clean 'old x (1-0.0656)' figure can be derived."
2024-04-01,2024,"Quarterly (AAF, restructuring)",computed_partial,Residential Lifeline,0-30 (exclusive),GHp/kWh,63.4792,GHp/kWh,0,exact_gazette,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf",PURC's Q1 2024 decision explicitly states Lifeline customers saw 0% change vs Sep 2023.
2024-04-01,2024,"Quarterly (AAF, restructuring)",computed_partial,SLT-LV,energy charge,GHp/kWh,,GHp/kWh,-4.88,narrative_only,"PURC, '2024 First Quarter Tariff Decision' (Sep 2023 appendix) https://www.purc.com.gh/attachment/977542-20240320080343.pdf",Reduction stated by PURC. Also in this review: SLT-MV and SLT-HV (incl. Steel Companies) were merged into one SLT-MV/HV category.
2024-07-01,2024,Quarterly (AAF),computed_derived,Non-Residential,0-300,GHp/kWh,134.3206,GHp/kWh,,computed_from_pct,"Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html ; PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf","Derived by dividing the exact 1 Oct 2024 gazetted rate by the published +3.02% Q3 2024 (Jul->Oct) adjustment. Effective date corresponds to Gazette No. 116 (2 Jul 2024), whose own figures were not found as machine-readable text."
2024-07-01,2024,Quarterly (AAF),computed_derived,Non-Residential,301+,GHp/kWh,166.9283,GHp/kWh,,computed_from_pct,"Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html ; PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf","Derived by dividing the exact 1 Oct 2024 gazetted rate by the published +3.02% Q3 2024 (Jul->Oct) adjustment. Effective date corresponds to Gazette No. 116 (2 Jul 2024), whose own figures were not found as machine-readable text."
2024-07-01,2024,Quarterly (AAF),computed_derived,Residential,0-300,GHp/kWh,148.7753,GHp/kWh,,computed_from_pct,"Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html ; PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf","Derived by dividing the exact 1 Oct 2024 gazetted rate by the published +3.02% Q3 2024 (Jul->Oct) adjustment. Effective date corresponds to Gazette No. 116 (2 Jul 2024), whose own figures were not found as machine-readable text."
2024-07-01,2024,Quarterly (AAF),computed_derived,Residential,301+,GHp/kWh,196.5822,GHp/kWh,,computed_from_pct,"Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html ; PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf","Derived by dividing the exact 1 Oct 2024 gazetted rate by the published +3.02% Q3 2024 (Jul->Oct) adjustment. Effective date corresponds to Gazette No. 116 (2 Jul 2024), whose own figures were not found as machine-readable text."
2024-07-01,2024,Quarterly (AAF),computed_derived,Residential Lifeline,0-30 (exclusive),GHp/kWh,65.6664,GHp/kWh,,computed_from_pct,"Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html ; PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf","Derived by dividing the exact 1 Oct 2024 gazetted rate by the published +3.02% Q3 2024 (Jul->Oct) adjustment. Effective date corresponds to Gazette No. 116 (2 Jul 2024), whose own figures were not found as machine-readable text."
2024-07-01,2024,Quarterly (AAF),computed_derived,SLT-HV Mines,energy charge,GHp/kWh,419.5124,GHp/kWh,,computed_from_pct,"Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html ; PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf","Derived by dividing the exact 1 Oct 2024 gazetted rate by the published +3.02% Q3 2024 (Jul->Oct) adjustment. Effective date corresponds to Gazette No. 116 (2 Jul 2024), whose own figures were not found as machine-readable text."
2024-07-01,2024,Quarterly (AAF),computed_derived,SLT-LV,energy charge,GHp/kWh,200.463,GHp/kWh,,computed_from_pct,"Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html ; PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf","Derived by dividing the exact 1 Oct 2024 gazetted rate by the published +3.02% Q3 2024 (Jul->Oct) adjustment. Effective date corresponds to Gazette No. 116 (2 Jul 2024), whose own figures were not found as machine-readable text."
2024-07-01,2024,Quarterly (AAF),computed_derived,SLT-MV/HV,energy charge,GHp/kWh,160.0147,GHp/kWh,,computed_from_pct,"Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html ; PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf","Derived by dividing the exact 1 Oct 2024 gazetted rate by the published +3.02% Q3 2024 (Jul->Oct) adjustment. Effective date corresponds to Gazette No. 116 (2 Jul 2024), whose own figures were not found as machine-readable text."
2024-07-01,2024,Quarterly (AAF),computed_derived,SLT-MV2,energy charge,GHp/kWh,104.4,GHp/kWh,,computed_from_pct,"Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html ; PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf","Derived by dividing the exact 1 Oct 2024 gazetted rate by the published +3.02% Q3 2024 (Jul->Oct) adjustment. Effective date corresponds to Gazette No. 116 (2 Jul 2024), whose own figures were not found as machine-readable text."
2024-10-01,2024,Quarterly (AAF),per_band_exact,Non-Residential,0-300,GHp/kWh,138.3771,GHp/kWh,3.02,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2024-10-01,2024,Quarterly (AAF),per_band_exact,Non-Residential,301+,GHp/kWh,171.9695,GHp/kWh,3.02,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2024-10-01,2024,Quarterly (AAF),per_band_exact,Non-Residential,0-300,Service Charge,1242.8245,GHp/month,,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2024-10-01,2024,Quarterly (AAF),per_band_exact,Residential,0-300,GHp/kWh,153.2683,GHp/kWh,3.02,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2024-10-01,2024,Quarterly (AAF),per_band_exact,Residential,301+,GHp/kWh,202.519,GHp/kWh,3.02,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2024-10-01,2024,Quarterly (AAF),per_band_exact,Residential,0-300,Service Charge,1073.0886,GHp/month,,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2024-10-01,2024,Quarterly (AAF),per_band_exact,Residential Lifeline,0-30 (exclusive),GHp/kWh,67.6495,GHp/kWh,3.02,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2024-10-01,2024,Quarterly (AAF),per_band_exact,Residential Lifeline,0-30 (exclusive),Service Charge,213.0,GHp/month,,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2024-10-01,2024,Quarterly (AAF),per_band_exact,SLT-HV Mines,energy charge,GHp/kWh,432.1817,GHp/kWh,3.02,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2024-10-01,2024,Quarterly (AAF),per_band_exact,SLT-HV Mines,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2024-10-01,2024,Quarterly (AAF),per_band_exact,SLT-LV,energy charge,GHp/kWh,206.517,GHp/kWh,3.02,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2024-10-01,2024,Quarterly (AAF),per_band_exact,SLT-LV,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2024-10-01,2024,Quarterly (AAF),per_band_exact,SLT-MV/HV,energy charge,GHp/kWh,164.8471,GHp/kWh,3.02,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2024-10-01,2024,Quarterly (AAF),per_band_exact,SLT-MV/HV,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2024-10-01,2024,Quarterly (AAF),per_band_exact,SLT-MV2,energy charge,GHp/kWh,107.5529,GHp/kWh,3.02,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2024-10-01,2024,Quarterly (AAF),per_band_exact,SLT-MV2,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC Gazette, 'Publication of Electricity Tariffs' effective 1 Oct 2024 https://www.purc.com.gh/attachment/704231-20241001051038.pdf ; Graphic Online, 'PURC announces 3.02% hike in electricity tariffs ... effective October 1' (2024) https://www.graphic.com.gh/news/general-news/purc-announces-3-02-hike-in-electricity-tariffs-1-06-in-water-tariffs-effective-october-1.html",+3.02% across the board (Q3 2024 review). Band structure restructured (from Q1 2024) to just Lifeline / 0-300 / 301+; SLT-MV and SLT-HV merged into one SLT-MV/HV category; a new SLT-MV2 category introduced.
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,Non-Residential,0-300,GHp/kWh,158.7868,GHp/kWh,14.75,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,Non-Residential,301+,GHp/kWh,197.3338,GHp/kWh,14.75,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,Non-Residential,0-300,Service Charge,1242.8245,GHp/month,,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,Residential,0-300,GHp/kWh,175.8743,GHp/kWh,14.75,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,Residential,301+,GHp/kWh,232.3892,GHp/kWh,14.75,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,Residential,0-300,Service Charge,1073.0886,GHp/month,,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,Residential Lifeline,0-30 (exclusive),GHp/kWh,77.6274,GHp/kWh,14.75,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
